review_id,product_name,review_posted_date,review_header,review_comment_count,review_text,review_rating,review_author 
818,,15 Feb 2018,Hook it almost anywhere!!,,"It has a great sound , my only dislike is that there isn't any buttons to change to the next song. Other than that it's great!",4.0 ,
819,,15 Feb 2018,Five Stars,,muy buen producto,5.0 ,
820,,14 Feb 2018,Worth it.,,"For as little as it is, it has nice sound and is loud.",5.0 ,
821,,14 Feb 2018,Five Stars,,sounds good for the buck,5.0 ,
822,,14 Feb 2018,Five Stars,,the best,5.0 ,
823,,14 Feb 2018,Very nice quality speaker,,"Very nice quality speaker, love the sound. Couldn't decide between this and the Bose portable but I think for the price this is a great product. Easy to use and connect to my phone",5.0 ,
824,,13 Feb 2018,Great for its size,,"Great speaker for the size. It is small and does not bother me when clipped to my pants. Also, it gets very loud.. I love this speaker and would recommend to anyone!",5.0 ,
825,,13 Feb 2018,They love it.,,As a gift. They love it.,5.0 ,
826,,13 Feb 2018,Five Stars,,Great sound quality. Size is perfect for clipping on my backback for hiking.,5.0 ,
827,,13 Feb 2018,Do not buy this piece of crap!! I have had two Clip 2s and ...,,Do not buy this piece of crap!! I have had two Clip 2s and they both did exactly the same thing. They shut off spontaneously for no reason. I carry it on my tool belt and I thought maybe as it swings around it hits the on/off button. I covered the button with swveral layers of electrical tape and still same thing. Units are fully charged so thats not the issue. Two seperate units doing exactly the same thing? Doubt it. Will never buy a JBL product again.,1.0 ,
828,,13 Feb 2018,A great gift for my traveling brother in law,,A great gift for my traveling brother in law. He really thought it was neat. Now my husband wants one...,5.0 ,
829,,12 Feb 2018,no one will regret,,Awesome speaker! perfect for biking! great sound and long battery life. I'll definitely recommend this product!,5.0 ,
830,,12 Feb 2018,Five Stars,,For such a small speaker it has great sound and the ability to take anywhere,5.0 ,
831,,12 Feb 2018,Five Stars,,Awesome sound for such a small little guy.,5.0 ,
832,,12 Feb 2018,Five Stars,,Fantastic sound,5.0 ,
833,,12 Feb 2018,Gets a lot of use; no complaints,,Daughter received this for Christmas and loved it. Uses it all. the. time...,5.0 ,
834,,12 Feb 2018,light and so awesome. Is the perfect speaker for me,,"Just received ,is loud ,light and so awesome . Is the perfect speaker for me",5.0 ,
835,,11 Feb 2018,Five Stars,,Sounds great. Fits in pocket well,5.0 ,
836,,10 Feb 2018,The cord that plugs in your cell phone is poorly ...,,The cord that plugs in your cell phone is poorly attached to the speaker and no longer worked after 3 months of use. It sat on my desk plugged in on a daily basis so the use was gentle.,2.0 ,
837,,10 Feb 2018,Great sound!,,"I haven't used the calling capabilities as of yet, but the sound quality for music and videos is fantastic. I used to just use the loudest setting on my phone, but this sounds much better and is easy to clip on just about anything small enough to fit in the hook. I'll use it to listen to music in the shower and the steam and water don't seem to affect it at all. Overall, I suggest this product if you're looking for something portable to play audio.",5.0 ,
838,,09 Feb 2018,"I really like it, I checked the price of this at ...",,"I really like it, I checked the price of this at airports, or other retailers, the price here is best and I love the product. No negative feedback, it satisfies my needs. Though I did not check against water. I advise you to buy",5.0 ,
839,,09 Feb 2018,What a great little speaker,,"Wow! What a great little speaker. Don’t let the size fool you—this speaker is small but mighty. You will not be disappointed in this speaker’s performance. Sure, it is waterproof, but it has an unparalleled sound quality at a bargain price. Highly recommended for any music lover!!",5.0 ,
840,,08 Feb 2018,I bought two and they sound surprisingly good for their size,,"I bought two and they sound surprisingly good for their size. I use them daily with my laptop at work and at home. To compare I believe the charge 3 sounds better but is of course very large and expensive. On the other hand, the Clip sounds better considerably better than the Flip 4. For a case, I recommend the LTGEM EVA Hard Case Travel Carrying Storage Bag .",5.0 ,
841,,08 Feb 2018,Five Stars,,Works great. Nice and loud my son love's it.,5.0 ,
842,,23 Apr 2018,Three Stars,,"Works well, but carafe started cracking within a year.",3.0 ,
843,,23 Apr 2018,Five Stars,,Excellent!,5.0 ,
844,,23 Apr 2018,"For morning smoothies this blender is very big, taking ...",,"For morning smoothies this blender is very big, taking up a lot of space and making it very hard to wash without a dishwasher.",1.0 ,
845,,23 Apr 2018,Love iT,,Love Love Love my Ninja! It's the perfect size and grinds up great!,5.0 ,
846,,23 Apr 2018,Extremely powerful.,,This thing is a beast. Crushes ice cubes and turns frozen fruit into a smoothie in seconds. Exactly what I expected.,5.0 ,
847,,23 Apr 2018,Five Stars,,Everything I expected it to be and more.,5.0 ,
848,,23 Apr 2018,GREAT buy!,,Use this ALLLLL the time to make fruit/veggie smoothies and baby food for our Quadruplets. Never had any issues with the blade just make sure it's on there right and you will be fine.,5.0 ,
849,,22 Apr 2018,Not suitable for all uses,,"This blender is absolutely excellent if you exclusively use it to blend whole pieces of fruit and veggies. Personally I make a lot of smoothies with items such as yogurt and protein powder added in. The trouble is it has this very long three bladed pillar that extends almost all the way to the lid from the bottom. If you are trying to add in a powder or something like yogurt, it catches on all the blades, which means that unless you planned to fill the blender all the way to the top, that stuff won't make it into your smoothie and will instead stick and you have to scrape it in and blend again. Also it's ridiculously powerful even on the low setting, which again isn't good if you only want to make less than maximum capacity, since it splatters everywhere and you either lose a lot, or have to sit there and scrape it all out with a spatula. Overall it's just a lot of trouble unless you are using it to full capacity every time.",3.0 ,
850,,22 Apr 2018,Used it last week and it worked great.,,This is my second time using this blender and the top half is stuck on and it won't even turn on. The power light just flashes. Used it last week and it worked great.,1.0 ,
851,,22 Apr 2018,Don't waste your time with one of those,,Very durable and reliable. We bought this afternoon going through two bullet-style blenders in two years. The motors on those would burn out. Don't waste your time with one of those. This one is much sturdier. Better design.,5.0 ,
852,,22 Apr 2018,I'd buy this over a Vitamix any day!,,"Super powerful, gets the job done, excellent ice-crushing abilities. Comparable to the Vitamix brand. Honestly, I'd take this Ninja over a Vitamix any day! Does exactly the same thing for a fraction of the price. One thing to beware of it that the blades are super freaking sharp so be really careful when you wash them, three people in my family cut their fingers pretty badly while washing the blender.",5.0 ,
853,,22 Apr 2018,Huge,,"This thing is a beast. Probably good if you're making a large smoothie but not very good for small batches, like a single margarita. There is a place on the back to wrap the cord but if you do, the cord will not last too long. The cord is unstranded aluminum, a cheap, unsuitable alternative to stranded copper.",4.0 ,
854,,21 Apr 2018,WOW!!!,,"The best, the very best blender I’ve ever had and I’m still impressed with the price. The power, the multiple blades and the performance of this machine leave nothing unblended. Nothing negative yet and don’t expect anything. One nice fillip is the Impression the Ninja makes on guests, “Wow! “You need a pilot’s license to fly this?” and several asked if they could make their own smoothies. Based on my experience you will not be disappointed with this Ninja And I have to admit I like that it impresses my guests. And it is real easy to operate.",5.0 ,
855,,21 Apr 2018,... the glass because of the material but it's really nice for alcoholic milkshakes,,Hard to clean the glass because of the material but it's really nice for alcoholic milkshakes,4.0 ,
856,,20 Apr 2018,"Perfect smoothies, just loud.",,"Family loves it, great at making smoothies and crushing ice. Just too loud, still a 5 stars for performance",5.0 ,
857,,20 Apr 2018,"It's a beast, love it!",,"It's a Mac Daddy of blenders. This thing is a beast and I love it! I mostly use it for smoothies in bulk, or puree stuff for soup like cooked squash.",5.0 ,
858,,20 Apr 2018,Cracked and leaking after less than a month's use,,"I was very happy with this blender when I first tried it. I have always had 20 dollar blenders so this was a step up because it is much more powerful. I make smoothies and blend cauliflower for mash sometimes, but the primary reason for purchase was to make bulletproof coffee every morning. Upon first use for BP coffee it produced froth like I have never had and it was truly delicious. The reason I landed on this blender is because after doing research for the best blender specifically for BP coffee this was recommended if you are not willing to splurge for a Vitamix or Blendtec. At this point, I may have to do that, because even this blender has already cracked and is leaking after less than a month's use. Luckily I am still in the return frame for Amazon so they are sending me a new one (I also purchased warranty). Upon doing more research, people say in order to keep blenders from cracking when making BP coffee, you must release the air pressure out of the blender by taking off the top after no more than blending for 10 seconds. Then you can put the top back on and blend for additional time if needed. I am going to try this method, and hopefully it will keep it from cracking.",2.0 ,
859,,20 Apr 2018,This ninja is awesome! I've always had cheap blenders before,,"This ninja is awesome! I've always had cheap blenders before. This is my first step up. I have been making smoothies like a boss! The blades are super sharp and I slice my fingers every time I clean it, but I attribute that to my own stupidity.",5.0 ,
860,,19 Apr 2018,One Star,,It was delivered today but it is completely broken what should I do?,1.0 ,
861,,19 Apr 2018,Impressive ice crusher and smoothie maker. Just wish it was compatible with individual blending cups.,,"We've been battling our blender's ability to crush ice for years. Since our kiddos are huge smoothie fans and we enjoy frozen drinks, we needed a blender that could get the job done without leaving chunks of ice and a metallic smell in the air. After reading the stellar reviews and watching the impressive ice-crushing infomercial, we decided to invest in a Ninja. When this particular model had a flash sale ($53.49), we pulled the trigger. Pros: 1) It crushes ice and frozen fruit like a powerhouse, leaving no chunks behind. 2) The blade design is brilliant. Easy to insert and remove with one fluid movement. (Just don't forget to put blade in before blending!) 3) Blade removal makes pouring, scraping, and cleaning easy. (Be careful, it's sharp.) 4) Secured top system locks out leaks and splashes. 5) Flip spout allows small food items and liquid to be added while blending. 6) Has the ability to pulse or run blender hands free. 7) Holds a TON of liquid. Great for lots of people. Cons: 1) If not full, dry items (spinach) will jump to the top and stick to the sides requiring stopping and stirring manually. 2) Does not pair with individual blending cups as recommended by Amazon. 3) Cord is too short. Difficult to accommodate to outlet. Given the $54 price tag, this blender is well worth the money when entertaining and blending for groups. It gets the job done quickly and efficiently and crushes ice like magic. Cleanup is easy - simply rinse the extremely sharp blade and air dry on counter and throw the pitcher in the dishwasher. Because of the excellent top-lock feature and no openings on pitcher base, little to no residue gets on the base. I love this blender, but if I had it to do all over again, I would bypass this model and order an all-in-one Ninja blender that has the option of using smaller cups for individual drinks. Our smoothie blending would take much less time if the area inside the pitcher/cup was filled with more food/liquid so that sides didn't need to be scraped of spinach. Plus, we'd have the added individual smoothie cups for our two children, allowing them to choose the ingredients inside. While they're battling over smoothie choices, my husband and I could enjoy blending frozen margaritas in a bigger pitcher. Amazon - please stop pairing it with the ""Tritan Nutri Ninja cups."" They're not compatible with this unit. Bottom line: Ninja packs a punch I've never seen with other blenders. It's my new brand of choice.",4.0 ,
862,,19 Apr 2018,Excellent blender for the price,,"Excellent blender for the price. Really grinds ice & firm vegetables well. However, you must be extremely careful---the blades are SUPER SHARP, I cut myself badly on the first use.",5.0 ,
863,,18 Apr 2018,Five Stars,,Love It! My favorite kitchen appliance!!,5.0 ,
864,,18 Apr 2018,Great and very affordable!,,"First of all, this is my first blender that was manufactured later than the 70s (thanks Mom for the hand-me-down Osterizer)! I am a product of the 80s, so yeah. Obviously, much improved. I've been excited to get up this past week to make my coffee smoothies before work! It is loud, I hope that my neighbor doesn't hear it downstairs, but I don't know if there is such thing as a blender that can quietly chop up ice. One of my cats watches me prep my smoothie but runs when I turn it on, and the other cat runs over to see what is making that noise, so it's tolerable for a non-fraidy cat. I've read reviews of complaints that the blade doesn't snap in and people have cut their hands, so I was nervous about that. But I sat down and read the instruction manual all the way through and it states it a bunch of times that the blade doesn't snap in and to lift it out before you pour with the lid off, so I've paid very close attention to that! Always be sure to read instructions! Reviews have complained that the blender somehow broke within weeks of purchasing it. If you read the instructions, you'll see to register it within 10 days and they have a one year warranty. I highly recommend this blender and it's super affordable! My Mom said her Vitamix heats up whatever she puts in it, so I was worried my smoothie might come out warm, but it stays cold. Maybe it's a better blender for 1/4 of the cost? Pro-tip (from Mom): After using, fill the blender with warm water a little bit away from the top with a tiny amount of dish soap and run on high and it washes out the pitcher. :)",5.0 ,
865,,18 Apr 2018,Love Love Love,,Use it as a food processor as well and just love it!,5.0 ,
866,,17 Apr 2018,Makes a smooth smoothie! And isn't too loud while ...,,Makes a smooth smoothie! And isn't too loud while doing it!,5.0 ,
867,,17 Apr 2018,I generally found the blender to work well. However ...,,"I generally found the blender to work well. However, within the first few washes in the dish washer, the handle melted making putting the lid on difficult. For that reason alone, I would not purchase again.",2.0 ,
868,,17 Apr 2018,Crushed Ice is awesome,,My granddaughter make smoothies every day after school and its works perfectly. I will eventually use it for other things also.,5.0 ,
869,,16 Apr 2018,Unfortunately the results are no better than my old cuisinart blender,,"For the price, I was hoping my smoothies would be more creamy. Unfortunately the results are no better than my old cuisinart blender.",3.0 ,
870,,16 Apr 2018,Five Stars,,very strong and really good price for it,5.0 ,
871,,16 Apr 2018,Love it,,"This is the first legit blender I’ve ever owned. We always bought the cheap $15 ones at Walmart and it did the job but took forever. This one is amazing. Blends so quickly and thoroughly! Can add in all the ingredients at once without worry of clogging or anything. I use it at low speed always because even at that setting it gets the job done quick. Now, I’m certain some of you are now anxious about the horror stories you’re seeing on the reviews of cut fingers and toes. I was, too...but my mom bought this for me and swore by it because she has one. I’m starting to think the injuries are MAINLY user error. Don’t try hand washing these blades, first of all. You will likely cut yourself due to slippery metal. I wash mine by adding hot water, soap and blending it a few times. Never had an issue with residue. Granted, I don’t have a dish washer so if you do, use that. Now, as for the blades popping out, yes they can easily do that. But only if you’re tipping the blender upside down without the lid on, or properly locked on. If you have to pour your smoothie or whatever out, there’s a specific opening in the lid for you to do this safely! Don’t remove the entire lid and pour! This will definitely make the blade pop out.",5.0 ,
872,,16 Apr 2018,I love it so much,,I just received the blender today and used it for the first time. I love it so much! It works exactly as I hoped. It chops whole frozen fruit in seconds. Thank you!,5.0 ,
873,,16 Apr 2018,Four Stars,,Works well--if you put in spinach there will be bits seen rather than truly emulsified. But works very well.,4.0 ,
874,,16 Apr 2018,Blender Mania!,,"This blender changed my life...I make smoothies, milkshakes, sauces, and soups. It's a great blender at a great price.",5.0 ,
875,,16 Apr 2018,This is definitely quieter and blends much better. I like the twist to lock and turn ...,,"I am replacing a kitch Aid which has the plastic cog on the bottom of the jar. This is definitely quieter and blends much better. I like the twist to lock and turn on. If the jet is not attached properly the unit will not start. the lock down top prevents any sudden splashes and the removable blades make cleaning easy. Do be careful, the blades are very sharp.",4.0 ,
876,,15 Apr 2018,Love my Blender,,"Love my Blender! This product was received in a reasonable amount of time. It was very well packaged. Works very well, and easy to clean up afterwards. Love my blender!",5.0 ,
877,,15 Apr 2018,great for making slushies and frozen treats,,"powerful machine. great for making slushies and frozen treats. easy to clean b/c you just rinse it off with water immediately afterwards. no problems. easy to figure out. if you are blending berries, the seeds will still be there in the final product, but not a huge deal.",4.0 ,
878,,15 Apr 2018,One Star,,My package was left in the lobby a of my buliding and i live on the four floor,1.0 ,
879,,15 Apr 2018,Five Stars,,Works fast and very well.,5.0 ,
880,,15 Apr 2018,Love it!,,Very powerful blender! Love it!,5.0 ,
881,,14 Apr 2018,Works pretty good ....for plastic,,Plastic everywhere. Even the jar is plastic. Pathetic really but it is what it is. How ever long the warranty is will be time to start hunting another.,3.0 ,
882,,14 Apr 2018,Great,,"Super product. Works great fro my morning smoothies. Easy clean up, super safety features",5.0 ,
883,,13 Apr 2018,Ninja Blender,,"The look is good, the cup size is great, blades are many, but didn't blend my green smoothie like my old Bullet. I just happy i can make it in one shot and not have to mix half than the other have of items.",4.0 ,
884,,13 Apr 2018,I would highly recommend this to anyone looking for a top notch blender ...,,This blender is exactly as advertised! I would highly recommend this to anyone looking for a top notch blender at a reasonable price. I’ve had mine fort three weeks now and have used it almost every day.,5.0 ,
885,,13 Apr 2018,Three Stars,,This is no vita mix,3.0 ,
886,,12 Apr 2018,Super Loud,,"It does it's job, but it's REALLY loud. I had read that in the reviews but thought ""well, yea, it's a blender, of course it's loud..."" but... It's louder than your average. You'd think with all that noise it'd be super efficient, but it surprising takes a little more encouragement than my old $25 Hamilton Beach blender that burnt out after 8 years.",3.0 ,
887,,12 Apr 2018,Five Stars,,Just what she needed,5.0 ,
888,,12 Apr 2018,Five Stars,,Works great and chops up everything without having to shake the blender.,5.0 ,
889,,11 Apr 2018,Five Stars,,"Excellent product, just what I expected.",5.0 ,
890,,11 Apr 2018,Horrible packaging,,Item box was open and had holes in it when delivered “brand new”,1.0 ,
891,,11 Apr 2018,power at the push of a button,,this thing is a beast. It will chew through just about anything you can throw at it,5.0 ,
892,,11 Apr 2018,Five Stars,,EXCELLENT!!!!!!!! sleek look and performance is awesome; well worth the cost!,5.0 ,
893,,10 Apr 2018,Five Stars,,Loved it,5.0 ,
894,,10 Apr 2018,Five Stars,,Love it!,5.0 ,
895,,10 Apr 2018,Five Stars,,Its exactly what i needed.,5.0 ,
896,,10 Apr 2018,Using a ninja makes you a a comedian.,,I read all the reviews before purchasing a ninja. Unfortunately it has not arrived yet and I am eager to try it out. Apparently being a ninja user makes you a comedian. The reviews were a scream. Everyone in my office wanted to know why I was laughing out loud. My advice is to read the reviews on this product for a good laugh. .,5.0 ,
897,,10 Apr 2018,"NO AUTOMATIC SHUT OFF, EASY TO CLEAN",,"EASY TO CLEAN COMPARED TO THE OTHER BRAND I HAD, BUT ITS NOT AUTOMATIC IN ITS TIMING FOR VARIOUS TASKS, SO YOU HAVE TO GUESS WHEN THE FRUITS OR VEGETABLES ARE READY. I MAKE SMOOTHIES DAILY AND THE ONES FROM THE NINJA ARE GRITTY, WHERE AS MY PREVIOUS BLENDER, THE NUTRIBULLET, MADE IT CREAMY AND SMOOTH. BUT THAT WAS HARD TO CLEAN.",3.0 ,
898,,10 Apr 2018,Works great on smoothies as well as shakes,,This product arrived on time. Started using on first day received. No complaints at all. Works great on smoothies as well as shakes. No problem mixing anything you put in the blender.. Have already recommended to friends.,5.0 ,
899,,09 Apr 2018,Perfection in a Blender,,"Perfection! *Large square basin allows you to add lots of ingredients *having multiple vertical blades allows it to blend everywhere, not just at the bottom like most blenders *super easy to clean",5.0 ,
900,,09 Apr 2018,In love!,,"I absolutely love this blender! All my smoothies have been perfect consistency. I haven't tried to make anything else, though. This baby is LOUD! Even on the lowest setting. It startled you awake, that's for sure. So if you live in a shared space with a roommate or light sleeper, you'll get complaints. But overall, this blender is the best I've ever owned.",5.0 ,
901,,08 Apr 2018,Five Stars,,so far so good just got it,5.0 ,
902,,07 Apr 2018,Five Stars,,Makes me smoothies the way they should be!!,5.0 ,
903,,07 Apr 2018,"Heavy duty, rugged.",,Great blender. Everything that I hoped it would be.,5.0 ,
904,,07 Apr 2018,... and have only used it once but it worked great!,,Just got this and have only used it once but it worked great!,5.0 ,
905,,07 Apr 2018,Great Blender,,This is a great machine for chopping up a variety of products. Price is right.,5.0 ,
906,,07 Apr 2018,Highly recommend!,,Absolutely love me Ninja! It's so powerful and is such a wonderful blender. Great quality and perfect size for anything you might need to blend up.,5.0 ,
907,,07 Apr 2018,THIS SHOULD BE CALLED SUPER NINJA,,Coming from a 30+ year old Sears blender this is just amazing. The 3 levels of blades are spread out evenly from top to bottom avoiding any dead spots when you engage the awesome power of this blender. The multiple safety lockouts were keenly thought out. Even the top has to be locked in place for this instrument to engage. Shift it into gear and YOU'LL be doing 88 miles per hour. Ninja Professional Blender (BL610),5.0 ,
908,,07 Apr 2018,Five Stars,,This is fantastic! Works great! After some of the reviews I'm hoping it stay great!,5.0 ,
909,,07 Apr 2018,Smoothie ninja,,Works very well for fruit and veggie smoothies.,5.0 ,
910,,06 Apr 2018,"Fabulous blender, great price!",,"I LOVE this blender. I had a Ninja blender from like 7 years ago that I purchased for like $40 and it NEVER broke. I finally decided I need to get a new one because the blades were getting old (but they still worked ;-). Already blended tons of shakes. Such a great product with a AWESOME price point. I would never spend $200 on some of these advertised blenders. This one works just as well and for a great prices. And yes, I make tons of shakes with hard and frozen veggies.",5.0 ,
911,,06 Apr 2018,Five Stars,,Excellent products.,5.0 ,
912,,06 Apr 2018,poor quality; don’t expect it to last for years,,"Works well, but very cheaply made, poor quality; don’t expect it to last for years.",3.0 ,
913,,05 Apr 2018,poor construction and plastic blender jar seems fragile,,"The blade is not safe and difficult to clean. I have only used it a few times but I can tell it is not going to last, poor construction and plastic blender jar seems fragile.",2.0 ,
914,,05 Apr 2018,I would think for the power and number of blades it would do a better job but it's just so-so,,"I got this from Amazon Warehouse deals. It's a bit noisier than I expected it would be, does a fair job blending up kale smoothies. I would think for the power and number of blades it would do a better job but it's just so-so. I don't find it hard to clean, I rinse it out good, then run it with hot water and a little dish soap and then scrub around on the lid and it comes out perfectly clean.",4.0 ,
915,,05 Apr 2018,Five Stars,,"Great Quality, makes fantastic smoothies and shakes.",5.0 ,
916,,05 Apr 2018,Five Stars,,Best blender ever!,5.0 ,
917,,05 Apr 2018,Love it and would buy again if we ever needed ...,,"I bought this for my wife so she could make smoothies. We had a different blender before and it burned up, perhaps from using too thick of food. This blender has no problem what so ever handling frozen foods, thick foods, or anything. Love it and would buy again if we ever needed a new one or a second one.",5.0 ,
918,,04 Apr 2018,... week since I bought it last year and I LOVE it! I have a green smoothis every morning ...,,I've used this at least 6 days a week since I bought it last year and I LOVE it! I have a green smoothis every morning and this is such a powerful machine. No issues.,5.0 ,
919,,04 Apr 2018,Customer service is laughable,,"Pros: easy to use, cleans easy in dishwasher, blends thoroughly, safe locking/starting mechanism Cons: Ninja customer service is a joke if something fails. Weak pitcher latch on ours broke 45 days after purchase & was told a replacement pitcher was $65, Warranty was only valid if purchased directly from them and only covered the motor/base: lid and pitcher are not. No 60 day guarantee or years warranty.",2.0 ,
920,,03 Apr 2018,Four Stars,,so far its a great blender,4.0 ,
921,,03 Apr 2018,This is the best blender I have ever had,,"This is the best blender I have ever had, by far. I think it may be better than the $300 juicing machines. The secret is the multi-tiered blades. The top blade is almost at the top. No matter what you put in, it grabs it and grinds it up; frozen, leafy, hard, soft, whatever. You never have to push the load down. This blender makes perfect smoothies out of frozen fruit without any extra fiddling. Leafy stuff like kale can be added in at the top and it just sucks it down and grinds up. Amazing! It has lots of power. It does not slow down on a full load of frozen fruit. Even though the container is plastic, it seems very strong. I have had my blender over 1 year, and the container is in perfect condition; no cracks or scratches. When it does frozen fruit, it makes a loud noise like rocks are being thrown around inside, but then it quiets down after everything is ground into smaller pieces. The best smoothy maker ever!",5.0 ,
922,,03 Apr 2018,LOVE IT !,,Works wonderful. Blades very sharp so be careful how you handle it. But works great !,5.0 ,
923,,02 Apr 2018,Wor ks good,,"I looked at all the different blenders, and just wanted to make almond milk. Didn't want to spend a lot of money, and this lookef like a good choice to start with. I soaked my almonds, and peeled all the skin off by hand, like in the YouTube videos and this blender worked great for the rest of it. I can't speak of how it would work otherwise, but I am happy with it so far. It was just delivered today and I have only used it once but it was smooth, powerful, and all that I could ask for this point I am happy that I spent my money on this instead of spending a few hundred dollars.",5.0 ,
924,,02 Apr 2018,"So far working great, nice extra features",,"With appliances longevity is a big part of it, but so far this has worked well. If you pulsed it a few times and then run it long enough for liquify it does a good job for smoothies and ice drinks. One thing people tend to underestimate is the amount of time yo should run a blender for smooth drinks which we were taught in bartending school was usually 2-4 minutes but I always see people running 30 seconds and wonder why it’s lumpy. Generally if ice or frozen fruits are involved you can hear when it’s done. I really like the locking mechanism both for the lid and the base and it’s one of the best pouring blenders I’ve used other than the really expensive ones.",4.0 ,
925,,02 Apr 2018,Poor quality.,,"Updating my review 1.5 years after purchase. I loved my blender, but it literally broke into pieces after only a year and change. A few months after I got it, a crack started to form and eventually just broke wide open. Keep in mind, I only used this to make smoothies, it wasn't heavily used or anything. I'm so disappointed. My thrift store blender lasted longer than this. I expect much more for this price.",2.0 ,
926,,02 Apr 2018,Three Stars,,No comparison with my old Breville blander.,3.0 ,
927,,01 Apr 2018,Blends very well,,It blends well. I don't like cleaning the blade because it's easy to get cut.,3.0 ,
928,,01 Apr 2018,Five Stars,,Great product!,5.0 ,
929,,31 Mar 2018,Works great! The blades are very sharp,,Works great! The blades are very sharp! I'm loving it!,5.0 ,
930,,31 Mar 2018,Fantastic blender for the cost but watch your fingers,,Recently had to look for a new blender when my Vitamix started overheating and shutting down with very limited use. I considered getting a new Vitamix but thought for a fraction of the cost why not try out the Ninja. So far I have been favorably impressed. It's not nearly the power of my Vitamix (1000w vs 1380w) but for what I need to do it has worked fantastically. I mainly use it for grinding up fresh coconut meat to make coconut oil and for that task so far it has worked fantastically. I like that it doesn't get air pockets like my Vitamix used to get all the time. The only thing I don't like about it is that I can't take off the top of the pitcher while it's blending like I could with my Vitamix...I liked being able to take a spatula and push the stuff sticking on the top/sides down while it's blending...now I have to turn it off to do this. Not a deal breaker for me though. Warning...there are a lot of blades and they are very very sharp...sliced my finger the first time I tried cleaning it.,5.0 ,
931,,30 Mar 2018,Strong and Simple. Easy to clean. Much better than our Kitchenaid.,,"Incredible!!! Looks VERY solid and it is as simple as it needs to be. Just 3 speeds. The jar, the lid and the base all fit very well. I wish I had bought it at first time, before our Kitchenaid blender. The way it is made makes it really easy to clean, as you take the blades out of the jar, so you don't hurt / cut the fingers while trying to clean the botton of the jar.",5.0 ,
932,,29 Mar 2018,Five Stars,,Great Bargain,5.0 ,
933,,29 Mar 2018,Five Stars,,This is the strongest blender I have ever owned. Worth the price!,5.0 ,
934,,28 Mar 2018,best blender i have ever owned,,best blender i have ever owned. mixes up and smooths veggies and fruits perfectly and holds a bunch. definitely recommend this.,5.0 ,
935,,28 Mar 2018,But this is such a horrible blender for what you pay,,"I never write reviews. But this is such a horrible blender for what you pay, I had to write a review. Another reviewer wrote “it takes the smooth out of smoothie” and he couldn’t be more right. I’m not sure how this blender got so many good reviews. So many times I tried making my smoothies and açaí bowls and had to stick a spoon in the blender and push all the chunks to the center because they wouldn’t blend. I end up dumping my smoothie into my nitribullet to get all the chunks out of it. The designers went wrong when they decided to put three sets of blades going up...all it does is send everything flying to the sides, making me have to constantly scrape the sides of the blender. The lowest setting is still too high! Ugh! I need a vitamix.",1.0 ,
936,,28 Mar 2018,Love it!,,This thing is a beast. Highly recommend!,5.0 ,
937,,28 Mar 2018,This is absolutely wonderful. Having blades all the way up the shaft ...,,This is absolutely wonderful. Having blades all the way up the shaft make this one of the best items in my kitchen. I barely have to turn it on to achieve the perfect mix. I haven't begun to use it in the many ways it can work. The price was terrific. I believe it was on sale. Well worth this well made appliance.,5.0 ,
938,,28 Mar 2018,POWERFUL!,,"Wonderful product. Solid and powerful. I also have a Nutri Bullet. I like it, but the Ninja is in another class altogether.",5.0 ,
939,,28 Mar 2018,Five Stars,,love it.. great for protein shakes and then for happy hour,5.0 ,
940,,28 Mar 2018,Powerhouse,,I resisted buying a ninja for years because I didn't believe that they were really that much better then a standard blender. but when my old blender broke after a decade of use and I started looking for a new one I couldn't resist the deal I found on this. Now I understand the hype behind the Ninja's. They are powerful machines! The triple blade is such an ingenious concept and I'm glad I decided to try it out. I don't think I'll ever be able to go back to another brand blender after this. So worth it!,5.0 ,
941,,27 Mar 2018,"This is truly a great blender, powerful and sturdy",,"This is truly a great blender, powerful and sturdy, has several layers of cutting knives, no more stuck veggies that have to be pushed down to the bottom!",5.0 ,
942,,27 Mar 2018,Four Stars,,So far it is doing its job and we like it.,4.0 ,
943,,27 Mar 2018,This product is great! The top part is super easy to remove ...,,This product is great! The top part is super easy to remove and it crushes ice wonderfully. Clean up is easy as well!,5.0 ,
944,,27 Mar 2018,"If you dont have one, get one :)",,"Hands down, the best blender I have ever used. Great product. Zero complaints.",5.0 ,
945,,26 Mar 2018,Four Stars,,I love it works as expected I've turned into a smoothie machine lol,4.0 ,
946,,26 Mar 2018,Simple and easy to use blender,,"Very powerful blender. Have had mine for 8 months and it still works perfectly. Very simple and easy to use. Blades are sharp, but if used correctly and safely you won’t get injured.",5.0 ,
947,,26 Mar 2018,Five Stars,,Just what I wanted,5.0 ,
948,,26 Mar 2018,So glad I bought it,,This is a beast. So glad I bought it.,5.0 ,
949,,25 Mar 2018,Best blender I have ever owned.,,Love this blender. I mainly make smoothies and it does a great job of chopping everything extremely fine.,5.0 ,
950,,25 Mar 2018,Four Stars,,Works great,4.0 ,
951,,25 Mar 2018,as described,,"kinda big and bulky. so far, it works, and does it well. not sure if worth it @regular price. on sale, it is a great buy.",5.0 ,
952,,24 Mar 2018,Excellent Blender!,,"This is, by far the best blender I've ever used. The multiple blades make all the difference, making creating smoothies, etc. so easy.",5.0 ,
953,,24 Mar 2018,Five Stars,,My Ninja blender works wonders for my green and fruit smoothies,5.0 ,
