review_id,product_name,review_author,review_rating,review_comment_count,review_posted_date,review_text,review_header
482,,,5.0 ,,19 Apr 2017,,Love that it's portable
483,,,1.0 ,,17 Apr 2017,,One Star
484,,,2.0 ,,16 Apr 2017,,Disappointed
485,,,4.0 ,,11 Apr 2017,,Four Stars
486,,,5.0 ,,10 Apr 2017,,Five Stars
487,,,1.0 ,,07 Apr 2017,,chinese garbage.
488,,,5.0 ,,07 Apr 2017,,Music machine
489,,,1.0 ,,24 Mar 2017,,Crosleys ruin records.
490,,,1.0 ,,21 Mar 2017,,One Star
491,,,5.0 ,,20 Mar 2017,,Crosley turntable for the vinyl!
492,,,5.0 ,,16 Mar 2017,,Five Stars
493,,,1.0 ,,03 Mar 2017,,Sounds AWFUL
494,,,1.0 ,,01 Mar 2017,,YOU'VE BEEN WARNED
495,,,1.0 ,,26 Feb 2017,,spins much too slow
496,,,1.0 ,,24 Feb 2017,,Disappointed
497,,,4.0 ,,24 Feb 2017,,Four Stars
498,,,1.0 ,,17 Feb 2017,,only buy it as a fashion accessory or a prop
499,,,5.0 ,,15 Feb 2017,,In love. Sound quality is excellent
500,,,5.0 ,,10 Feb 2017,,This is a Wonderful Record Player
501,,,5.0 ,,10 Feb 2017,,I love this thing.
502,,,2.0 ,,05 Feb 2017,,Two Stars
503,,,4.0 ,,04 Feb 2017,,amazing. Such a cute
504,,,3.0 ,,03 Feb 2017,,"Pleasing to the eye, the ear thinks it's ok"
505,,,5.0 ,,02 Feb 2017,,Great gift
506,,,4.0 ,,31 Jan 2017,,Four Stars
507,,,2.0 ,,31 Jan 2017,,You get what you pay for.
508,,,5.0 ,,29 Jan 2017,,Five Stars
509,,,5.0 ,,26 Jan 2017,,Five Stars
510,,,2.0 ,,25 Jan 2017,,RUN AWAY NOW
511,,,5.0 ,,24 Jan 2017,,Five Stars
512,,,4.0 ,,23 Jan 2017,,"Good, not stable"
513,,,4.0 ,,23 Jan 2017,,Four Stars
514,,,3.0 ,,18 Jan 2017,,It's cute and it does work but not like she was hoping As far as The sound quality
515,,,5.0 ,,16 Jan 2017,,Five Stars
516,,,1.0 ,,15 Jan 2017,,One Star
517,,,5.0 ,,14 Jan 2017,,Five Stars
518,,,4.0 ,,06 Jan 2017,,I am glad I order this and happy that it was delivered ...
519,,,4.0 ,,05 Jan 2017,,must buy!
520,,,1.0 ,,03 Jan 2017,,One Star
521,,,1.0 ,,02 Jan 2017,,DO NOT BUY
522,,,5.0 ,,02 Jan 2017,,This is a nice product. The sound quality is good
523,,,1.0 ,,01 Jan 2017,,Nice but does not last long
524,,,1.0 ,,01 Jan 2017,,"Didnt last two weeks, poor audio & connection options."
525,,,5.0 ,,31 Dec 2016,,Five Stars
526,,,5.0 ,,31 Dec 2016,,Good
527,,,1.0 ,,29 Dec 2016,,TRASH!
528,,,4.0 ,,29 Dec 2016,,Exactly what I expected
529,,,1.0 ,,28 Dec 2016,,This Record Player Has a Mind of Its Own!
530,,,1.0 ,,28 Dec 2016,,One Star
531,,,1.0 ,,27 Dec 2016,,Not even a good beginners' player
532,,,5.0 ,,27 Dec 2016,,Five Stars
533,,,4.0 ,,26 Dec 2016,,Four Stars
534,,,5.0 ,,25 Dec 2016,,Five Stars
535,,,2.0 ,,24 Dec 2016,,Nope.
536,,,4.0 ,,21 Dec 2016,,... for a few years now and it's still a great addition to my living room
537,,,1.0 ,,13 Dec 2016,,Crosey brand (and similar gimmick) turntables are all the WORST turntables on the market
538,,,4.0 ,,12 Dec 2016,,Four Stars
539,,,5.0 ,,09 Dec 2016,,Five Stars
540,,,4.0 ,,05 Dec 2016,,Good item
541,,,5.0 ,,30 Nov 2016,,I love it!
542,,,5.0 ,,29 Nov 2016,,Five Stars
543,,,5.0 ,,28 Nov 2016,,Five Stars
544,,,1.0 ,,26 Nov 2016,,Sure they're cool looking
545,,,1.0 ,,25 Nov 2016,,Junk for Sale
546,,,3.0 ,,23 Nov 2016,,but an old iPhone 3 has way better sound than this thing
547,,,4.0 ,,21 Nov 2016,,Very impressed with crosley
548,,,2.0 ,,20 Nov 2016,,Save your money if you want good sound
549,,,1.0 ,,18 Nov 2016,,The worst!
550,,,5.0 ,,16 Nov 2016,,Works Great!
551,,,5.0 ,,16 Nov 2016,,Five Stars
552,,,5.0 ,,15 Nov 2016,,Five Stars
553,,,5.0 ,,14 Nov 2016,,Five Stars
554,,,5.0 ,,14 Nov 2016,,We were very happy with the quality of sound and the portability
555,,,5.0 ,,09 Nov 2016,,Excellent
556,,,5.0 ,,09 Nov 2016,,Five Stars
557,,,4.0 ,,05 Nov 2016,,"Great Looking and Sounding Record Player for ""Beginners"""
558,,,2.0 ,,03 Nov 2016,,Not quite the quality we expected
559,,,3.0 ,,02 Nov 2016,,Pretty but that's pretty much it
560,,,5.0 ,,31 Oct 2016,,Five Stars
561,,,5.0 ,,28 Oct 2016,,Five Stars
562,,,5.0 ,,26 Oct 2016,,Five Stars
563,,,5.0 ,,20 Oct 2016,,I love it that vinyl is back
564,,,2.0 ,,11 Oct 2016,,Sound quality isn't the best with the internal speakers
565,,,5.0 ,,05 Oct 2016,,Happy I purchased
566,,,1.0 ,,28 Sep 2016,,Hot garbage
567,,,4.0 ,,28 Sep 2016,,Cute retro!
568,,,1.0 ,,27 Sep 2016,,Crap! Very cheap!
569,,,5.0 ,,25 Sep 2016,,Wonderful
570,,,4.0 ,,21 Sep 2016,,Great deal for the price
571,,,4.0 ,,20 Sep 2016,,(skips) Overall good product
572,,,5.0 ,,19 Sep 2016,,Great
573,,,1.0 ,,16 Sep 2016,,HORRIBLE. CHEAPLY MADE. DONT BUY
574,,,1.0 ,,14 Sep 2016,,Huge disappointment. Trying the 1byone
575,,,4.0 ,,13 Sep 2016,,Four Stars
576,,,5.0 ,,09 Sep 2016,,Great turntable for the cost.
577,,,4.0 ,,09 Sep 2016,,A Fun Retro Item for My 16 Year Old
578,,,3.0 ,,05 Sep 2016,,"Adorable, but the sound isn't great"
579,,,4.0 ,,05 Sep 2016,,but I thought it would be a fun thing to have
580,,,4.0 ,,03 Sep 2016,,Expect $300-$400 turntable performance and you'll be disappointed.
581,,,1.0 ,,30 Aug 2016,,worst thing I ever bought.
582,,,1.0 ,,26 Aug 2016,,One Star
583,,,5.0 ,,25 Aug 2016,,It has built in speakers that are great.
584,,,5.0 ,,24 Aug 2016,,Five Stars
585,,,5.0 ,,23 Aug 2016,,this is a perfect starter all-in-one record player
586,,,2.0 ,,16 Aug 2016,,You get what you pay for (which isn't much)
587,,,3.0 ,,16 Aug 2016,,"Nice, but sound could be better"
588,,,5.0 ,,14 Aug 2016,,GREAT
589,,,1.0 ,,13 Aug 2016,,Crap sounds. Doesnt even play records right.
590,,,2.0 ,,13 Aug 2016,,You're not going to like the speakers on this...
591,,,3.0 ,,11 Aug 2016,,Three Stars
592,,,4.0 ,,10 Aug 2016,,My daughter loves it.
593,,,4.0 ,,10 Aug 2016,,its good but...
594,,,5.0 ,,05 Aug 2016,,I really love the vintage look and it looks
595,,,5.0 ,,03 Aug 2016,,Five Stars
596,,,1.0 ,,31 Jul 2016,,Defective speed after 7 months and no longer usable.
597,,,1.0 ,,29 Jul 2016,,ordered this and it came broken.
598,,,1.0 ,,29 Jul 2016,,One Star
599,,,5.0 ,,27 Jul 2016,,Five Stars
600,,,1.0 ,,23 Jul 2016,,Do not buy!!
601,,,5.0 ,,23 Jul 2016,,"Still spinning, three years later"
602,,,5.0 ,,23 Jul 2016,,Birthday Gift
603,,,5.0 ,,21 Jul 2016,,Five Stars
604,,,5.0 ,,20 Jul 2016,,Five Stars
605,,,5.0 ,,17 Jul 2016,,Crosley Record Player
606,,,5.0 ,,17 Jul 2016,,Works great for our secondary player
607,,,5.0 ,,16 Jul 2016,,Beautiful CLEAR music
608,,,5.0 ,,14 Jul 2016,,love it
609,,,1.0 ,,13 Jul 2016,,Cute but cheap
610,,,1.0 ,,13 Jul 2016,,Worked for an Hour
611,,,2.0 ,,10 Jul 2016,,its fine with older vinyls or those of lower quality but ...
612,,,5.0 ,,06 Jul 2016,,Five Stars
613,,,3.0 ,,06 Jul 2016,,Music loving peoples
614,,,2.0 ,,03 Jul 2016,,Very poor sound quality
615,,,1.0 ,,02 Jul 2016,,Bad record player!!! DO NOT BUY!
616,,,5.0 ,,24 Jun 2016,,Five Stars
617,,,5.0 ,,21 Jun 2016,,Five Stars
618,,,3.0 ,,20 Jun 2016,,Not the best
619,,,5.0 ,,19 Jun 2016,,Great phonograph for the price!
620,,,5.0 ,,19 Jun 2016,,Not the best quality but you get what you pay for.
621,,,1.0 ,,16 Jun 2016,,Avoid at all costs. These turntables not only sound ...
622,,,2.0 ,,14 Jun 2016,,Doesn't spin flat
623,,,5.0 ,,12 Jun 2016,,Perfect for the newbie and the traveler
624,,,3.0 ,,11 Jun 2016,,Cute and good for the price.
625,,,5.0 ,,08 Jun 2016,,recipient loved it!
626,,,5.0 ,,08 Jun 2016,,Five Stars
627,,,4.0 ,,07 Jun 2016,,Just wish the speakers were louder so she can truly enjoy listing to albums
628,,,1.0 ,,07 Jun 2016,,Very Poor Quality
629,,,5.0 ,,06 Jun 2016,,Five Stars
630,,,5.0 ,,03 Jun 2016,,This is amazing. Sounds so wonderful and works great
631,,,1.0 ,,02 Jun 2016,,Don't waste your money or your time on this.
632,,,5.0 ,,31 May 2016,,used often and doing good
633,,,5.0 ,,30 May 2016,,Perfect Turntable for Newbies
634,,,5.0 ,,26 May 2016,,Works good
635,,,4.0 ,,25 May 2016,,Awesome little record player!
636,,,5.0 ,,22 May 2016,,she is smart with good taste in music and music related items ...
637,,,5.0 ,,21 May 2016,,Honestly awesome
638,,,3.0 ,,20 May 2016,,The color is a bit darker than shown. You ...
639,,,5.0 ,,19 May 2016,,Funny enough she got me the same thing
640,,,2.0 ,,16 May 2016,,dead in under 6months
641,,,1.0 ,,15 May 2016,,One Star
642,,,5.0 ,,23 Apr 2018,,I love hearing toons in the shower
643,,,5.0 ,,23 Apr 2018,,Five Stars
644,,,1.0 ,,23 Apr 2018,,It worked great..
645,,,1.0 ,,23 Apr 2018,,One Star
646,,,5.0 ,,22 Apr 2018,,Best Compact Speaker I own
647,,,1.0 ,,22 Apr 2018,,One Star
648,,,5.0 ,,22 Apr 2018,,Use this speaker for work I work in a loud ...
649,,,1.0 ,,22 Apr 2018,,i really liked the speaker
650,,,4.0 ,,22 Apr 2018,,Four Stars
651,,,5.0 ,,21 Apr 2018,,Great sound. Great battery life
652,,,5.0 ,,20 Apr 2018,,Happy with product
653,,,5.0 ,,20 Apr 2018,,Five Stars
654,,,5.0 ,,20 Apr 2018,,Perfect little action speaker
655,,,5.0 ,,19 Apr 2018,,"... the first time at the beach and it was great, had to change the playlist due to young ..."
656,,,5.0 ,,18 Apr 2018,,Five Stars
657,,,4.0 ,,18 Apr 2018,,Good sound and clip is nice for back pack or belt loop
658,,,5.0 ,,18 Apr 2018,,Great Device!
659,,,3.0 ,,18 Apr 2018,,Three Stars
660,,,5.0 ,,17 Apr 2018,,i felt the best sound all around came from the equalizer being on ...
661,,,1.0 ,,17 Apr 2018,,Missing USB
662,,,5.0 ,,17 Apr 2018,,Five Stars
663,,,5.0 ,,16 Apr 2018,,Five Stars
664,,,5.0 ,,16 Apr 2018,,"Nice speaker, great sound"
665,,,5.0 ,,16 Apr 2018,,Great quality!
666,,,5.0 ,,16 Apr 2018,,"Its been great, good sound quality for the size and price ..."
667,,,5.0 ,,15 Apr 2018,,Five Stars
668,,,5.0 ,,15 Apr 2018,,"Great speaker, especially for the price. There is one thing to take not of regarding the audio cable."
669,,,2.0 ,,15 Apr 2018,,the box is damaged and seemed like it’s been opened
670,,,4.0 ,,15 Apr 2018,,Four Stars
671,,,5.0 ,,14 Apr 2018,,I love how I can hook it on to my back ...
672,,,5.0 ,,14 Apr 2018,,Love my speaker
673,,,5.0 ,,13 Apr 2018,,Five Stars
674,,,5.0 ,,13 Apr 2018,,Best sound for its size
675,,,5.0 ,,13 Apr 2018,,Five Stars
676,,,5.0 ,,13 Apr 2018,,I love it for it is just what my Granddaughter asked ...
677,,,5.0 ,,12 Apr 2018,,Best speaker EVER
678,,,2.0 ,,12 Apr 2018,,It has been less than a year and the battery ...
679,,,5.0 ,,11 Apr 2018,,Five Stars
680,,,5.0 ,,11 Apr 2018,,Five Stars
681,,,3.0 ,,11 Apr 2018,,Three Stars
682,,,4.0 ,,11 Apr 2018,,Good sound
683,,,5.0 ,,11 Apr 2018,,I love it!
684,,,5.0 ,,10 Apr 2018,,5/5 - can't miss with JBL
685,,,5.0 ,,10 Apr 2018,,I love the speaker
686,,,5.0 ,,10 Apr 2018,,Great quality for such a small speaker
687,,,1.0 ,,09 Apr 2018,,Stopped working after only a week of us!
688,,,5.0 ,,09 Apr 2018,,This is my favorite hands down
689,,,5.0 ,,09 Apr 2018,,Five Stars
690,,,5.0 ,,09 Apr 2018,,Five Stars
691,,,5.0 ,,09 Apr 2018,,Pleasant sounding compact Bluetooth-Wired speaker that needs 3.5 mm input port
692,,,5.0 ,,09 Apr 2018,,Five Stars
693,,,5.0 ,,08 Apr 2018,,Golf speaker for days
694,,,5.0 ,,08 Apr 2018,,Great speaker
695,,,5.0 ,,06 Apr 2018,,They both perform excellent for their size
696,,,5.0 ,,06 Apr 2018,,Five Stars
697,,,5.0 ,,06 Apr 2018,,Awesome
698,,,5.0 ,,05 Apr 2018,,Great sound Quality & LOUD!
699,,,5.0 ,,05 Apr 2018,,Love this speaker!
700,,,5.0 ,,04 Apr 2018,,Five Stars
701,,,5.0 ,,04 Apr 2018,,I have been really happy with the durability
702,,,5.0 ,,04 Apr 2018,,lite weight and sounds great. It's a mail man's best friend
703,,,5.0 ,,04 Apr 2018,,Exceeded my expectations!
704,,,1.0 ,,04 Apr 2018,,I loved this speaker up until the caribiner clip fell off ...
705,,,5.0 ,,03 Apr 2018,,These things are great. Very rugged and waterproof
706,,,5.0 ,,03 Apr 2018,,"She loved it, especially the color"
707,,,1.0 ,,03 Apr 2018,,Stopped Working - Battery Charge Issues
708,,,5.0 ,,03 Apr 2018,,Strong but mighty!
709,,,5.0 ,,02 Apr 2018,,Perfect for podcasts in the shower:)
710,,,5.0 ,,02 Apr 2018,,Five Stars
711,,,4.0 ,,02 Apr 2018,,Great speaker! Sound is on point
712,,,5.0 ,,02 Apr 2018,,Five Stars
713,,,5.0 ,,01 Apr 2018,,Five Stars
714,,,1.0 ,,31 Mar 2018,,One Star
715,,,5.0 ,,31 Mar 2018,,I love this product
716,,,3.0 ,,30 Mar 2018,,Three Stars
717,,,5.0 ,,29 Mar 2018,,"Bought this for my dad, & he loves it ..."
718,,,5.0 ,,28 Mar 2018,,Love love love!
719,,,5.0 ,,28 Mar 2018,,Perfect speaker with great sound especially for the beach or ...
720,,,5.0 ,,26 Mar 2018,,Great speaker: sound and connectivity work well
721,,,5.0 ,,26 Mar 2018,,Perfect
722,,,5.0 ,,26 Mar 2018,,"Does what they claim, and does it all well!"
723,,,5.0 ,,26 Mar 2018,,I recommend!
724,,,5.0 ,,26 Mar 2018,,Great portable speaker
725,,,3.0 ,,25 Mar 2018,,Three Stars
726,,,4.0 ,,24 Mar 2018,,... haven't tested the battery length yet but this is fantastic for listening to music in the shower
727,,,5.0 ,,24 Mar 2018,,Small and Powerful
728,,,5.0 ,,24 Mar 2018,,Five Stars
729,,,5.0 ,,24 Mar 2018,,Five Stars
730,,,1.0 ,,23 Mar 2018,,Sound stops
731,,,1.0 ,,23 Mar 2018,,One Star
732,,,5.0 ,,22 Mar 2018,,"Geez, I hate teenagers music"
733,,,1.0 ,,21 Mar 2018,,Poor volume and zero base
734,,,5.0 ,,21 Mar 2018,,Great for on the go!
735,,,5.0 ,,21 Mar 2018,,This thing is awesome!
736,,,5.0 ,,21 Mar 2018,,Five Stars
737,,,5.0 ,,21 Mar 2018,,Five Stars
738,,,5.0 ,,21 Mar 2018,,Very good for its size and price
739,,,5.0 ,,20 Mar 2018,,It’s a winner!
740,,,5.0 ,,20 Mar 2018,,Love this thing
741,,,5.0 ,,19 Mar 2018,,I purchased this over a year ago. It has ...
742,,,5.0 ,,19 Mar 2018,,Packs a punch for its size
743,,,5.0 ,,19 Mar 2018,,Five Stars
744,,,5.0 ,,19 Mar 2018,,Five Stars
745,,,5.0 ,,18 Mar 2018,,Five Stars
746,,,5.0 ,,18 Mar 2018,,Five Stars
747,,,5.0 ,,17 Mar 2018,,JBL Portable Bluetooth Speaker
748,,,5.0 ,,17 Mar 2018,,Great Speaker!
749,,,5.0 ,,17 Mar 2018,,Five Stars
750,,,5.0 ,,16 Mar 2018,,Excellent Purchase!
751,,,1.0 ,,16 Mar 2018,,I got it on January 28 and now it won't work.
753,,,4.0 ,,15 Mar 2018,,Top notch
754,,,5.0 ,,15 Mar 2018,,"sounds great!, Thanks"
755,,,5.0 ,,15 Mar 2018,,Five Stars
756,,,5.0 ,,13 Mar 2018,,Perfect size and excellent sound!
757,,,1.0 ,,12 Mar 2018,,... is just a step above my phones sound- not good.
758,,,4.0 ,,11 Mar 2018,,Very good sound and the on/off button works immediately unlike EVERY ...
759,,,5.0 ,,10 Mar 2018,,Great sound. Small so easy to carry around or ...
760,,,3.0 ,,09 Mar 2018,,Not loud for a speaker!!!
761,,,5.0 ,,09 Mar 2018,,Love this thing
762,,,5.0 ,,08 Mar 2018,,Good sound for the price
763,,,1.0 ,,08 Mar 2018,,DEFECTIVE AND USED!!!!!!!!!!
764,,,5.0 ,,07 Mar 2018,,Love this thing- clear
765,,,5.0 ,,06 Mar 2018,,"JBL, always great"
766,,,5.0 ,,06 Mar 2018,,No brainer.
767,,,4.0 ,,06 Mar 2018,,It's super rad to have this literally in the shower for ...
768,,,1.0 ,,06 Mar 2018,,I had to ductape it and the sound quality is really bad. Not worth the price at all
769,,,5.0 ,,06 Mar 2018,,Unbelievable sound
770,,,5.0 ,,05 Mar 2018,,It works very well.
771,,,5.0 ,,05 Mar 2018,,Five Stars
772,,,1.0 ,,05 Mar 2018,,Guess it's too easy to steal
773,,,5.0 ,,05 Mar 2018,,perfect little portable speaker with great sound
774,,,5.0 ,,05 Mar 2018,,Each daughter says it works great!
775,,,5.0 ,,04 Mar 2018,,Five Stars
776,,,4.0 ,,04 Mar 2018,,... this as a gift and the recipient was very pleased with it
777,,,5.0 ,,03 Mar 2018,,Says it works great.
778,,,5.0 ,,03 Mar 2018,,Five Stars
779,,,5.0 ,,03 Mar 2018,,So far so good. Works perfectly
780,,,5.0 ,,02 Mar 2018,,Five Stars
781,,,5.0 ,,01 Mar 2018,,Great for using when listening to music in the shower ...
782,,,2.0 ,,01 Mar 2018,,Defective product.
783,,,4.0 ,,27 Feb 2018,,It’s a reasonable price for a name brand speaker but ...
784,,,5.0 ,,26 Feb 2018,,"Great Sound per Pound! Great for hiking, backpacking, and camping."
785,,,5.0 ,,26 Feb 2018,,strongly recommend!!
786,,,5.0 ,,26 Feb 2018,,Best portable Bluetooth speaker!
787,,,4.0 ,,26 Feb 2018,,My favorite bluetooth speaker so far!
788,,,5.0 ,,26 Feb 2018,,Five Stars
789,,,1.0 ,,25 Feb 2018,,One Star
790,,,5.0 ,,24 Feb 2018,,Five Stars
791,,,5.0 ,,24 Feb 2018,,Five Stars
792,,,4.0 ,,24 Feb 2018,,"Great sound, low longevity."
793,,,5.0 ,,24 Feb 2018,,Powerful sound
794,,,5.0 ,,24 Feb 2018,,It has great sound!
795,,,2.0 ,,23 Feb 2018,,clip broke
796,,,4.0 ,,23 Feb 2018,,Great to use in the car or at parties.
797,,,3.0 ,,23 Feb 2018,,Three Stars
798,,,5.0 ,,23 Feb 2018,,Five Stars
799,,,5.0 ,,23 Feb 2018,,Love this speaker
800,,,5.0 ,,23 Feb 2018,,Good sound
801,,,4.0 ,,22 Feb 2018,,"it sounds pretty good, however outside it's not very powerful"
802,,,4.0 ,,21 Feb 2018,,Perfect shower speaker
803,,,5.0 ,,21 Feb 2018,,... purchased as a gift for my grandson and he loved it!
804,,,1.0 ,,20 Feb 2018,,It was a waste of money and I will not buy from this ...
805,,,1.0 ,,20 Feb 2018,,No not worth the hype
806,,,2.0 ,,20 Feb 2018,,"The ""charge's door"" not close completely"
807,,,5.0 ,,20 Feb 2018,,Julie clip 2
808,,,4.0 ,,19 Feb 2018,,Small but powerful
809,,,5.0 ,,19 Feb 2018,,Five Stars
810,,,5.0 ,,18 Feb 2018,,Five Stars
811,,,1.0 ,,18 Feb 2018,,One Star
812,,,5.0 ,,18 Feb 2018,,What a great little speaker!
813,,,5.0 ,,17 Feb 2018,,Great personal speaker
814,,,5.0 ,,16 Feb 2018,,Works just like I expected it to
815,,,5.0 ,,15 Feb 2018,,Five Stars
816,,,5.0 ,,15 Feb 2018,,Five Stars
817,,,5.0 ,,15 Feb 2018,,I love it and don’t regret buying this speaker
818,,,4.0 ,,15 Feb 2018,,Hook it almost anywhere!!
819,,,5.0 ,,15 Feb 2018,,Five Stars
820,,,5.0 ,,14 Feb 2018,,Worth it.
821,,,5.0 ,,14 Feb 2018,,Five Stars
822,,,5.0 ,,14 Feb 2018,,Five Stars
823,,,5.0 ,,14 Feb 2018,,Very nice quality speaker
824,,,5.0 ,,13 Feb 2018,,Great for its size
825,,,5.0 ,,13 Feb 2018,,They love it.
826,,,5.0 ,,13 Feb 2018,,Five Stars
827,,,1.0 ,,13 Feb 2018,,Do not buy this piece of crap!! I have had two Clip 2s and ...
828,,,5.0 ,,13 Feb 2018,,A great gift for my traveling brother in law
829,,,5.0 ,,12 Feb 2018,,no one will regret
830,,,5.0 ,,12 Feb 2018,,Five Stars
831,,,5.0 ,,12 Feb 2018,,Five Stars
832,,,5.0 ,,12 Feb 2018,,Five Stars
833,,,5.0 ,,12 Feb 2018,,Gets a lot of use; no complaints
834,,,5.0 ,,12 Feb 2018,,light and so awesome. Is the perfect speaker for me
835,,,5.0 ,,11 Feb 2018,,Five Stars
836,,,2.0 ,,10 Feb 2018,,The cord that plugs in your cell phone is poorly ...
837,,,5.0 ,,10 Feb 2018,,Great sound!
838,,,5.0 ,,09 Feb 2018,,"I really like it, I checked the price of this at ..."
839,,,5.0 ,,09 Feb 2018,,What a great little speaker
840,,,5.0 ,,08 Feb 2018,,I bought two and they sound surprisingly good for their size
841,,,5.0 ,,08 Feb 2018,,Five Stars
842,,,3.0 ,,23 Apr 2018,,Three Stars
843,,,5.0 ,,23 Apr 2018,,Five Stars
844,,,1.0 ,,23 Apr 2018,,"For morning smoothies this blender is very big, taking ..."
845,,,5.0 ,,23 Apr 2018,,Love iT
846,,,5.0 ,,23 Apr 2018,,Extremely powerful.
847,,,5.0 ,,23 Apr 2018,,Five Stars
848,,,5.0 ,,23 Apr 2018,,GREAT buy!
849,,,3.0 ,,22 Apr 2018,,Not suitable for all uses
850,,,1.0 ,,22 Apr 2018,,Used it last week and it worked great.
851,,,5.0 ,,22 Apr 2018,,Don't waste your time with one of those
852,,,5.0 ,,22 Apr 2018,,I'd buy this over a Vitamix any day!
853,,,4.0 ,,22 Apr 2018,,Huge
854,,,5.0 ,,21 Apr 2018,,WOW!!!
855,,,4.0 ,,21 Apr 2018,,... the glass because of the material but it's really nice for alcoholic milkshakes
856,,,5.0 ,,20 Apr 2018,,"Perfect smoothies, just loud."
857,,,5.0 ,,20 Apr 2018,,"It's a beast, love it!"
858,,,2.0 ,,20 Apr 2018,,Cracked and leaking after less than a month's use
859,,,5.0 ,,20 Apr 2018,,This ninja is awesome! I've always had cheap blenders before
860,,,1.0 ,,19 Apr 2018,,One Star
861,,,4.0 ,,19 Apr 2018,,Impressive ice crusher and smoothie maker. Just wish it was compatible with individual blending cups.
862,,,5.0 ,,19 Apr 2018,,Excellent blender for the price
863,,,5.0 ,,18 Apr 2018,,Five Stars
864,,,5.0 ,,18 Apr 2018,,Great and very affordable!
865,,,5.0 ,,18 Apr 2018,,Love Love Love
866,,,5.0 ,,17 Apr 2018,,Makes a smooth smoothie! And isn't too loud while ...
867,,,2.0 ,,17 Apr 2018,,I generally found the blender to work well. However ...
868,,,5.0 ,,17 Apr 2018,,Crushed Ice is awesome
869,,,3.0 ,,16 Apr 2018,,Unfortunately the results are no better than my old cuisinart blender
870,,,5.0 ,,16 Apr 2018,,Five Stars
871,,,5.0 ,,16 Apr 2018,,Love it
872,,,5.0 ,,16 Apr 2018,,I love it so much
873,,,4.0 ,,16 Apr 2018,,Four Stars
874,,,5.0 ,,16 Apr 2018,,Blender Mania!
875,,,4.0 ,,16 Apr 2018,,This is definitely quieter and blends much better. I like the twist to lock and turn ...
876,,,5.0 ,,15 Apr 2018,,Love my Blender
877,,,4.0 ,,15 Apr 2018,,great for making slushies and frozen treats
878,,,1.0 ,,15 Apr 2018,,One Star
879,,,5.0 ,,15 Apr 2018,,Five Stars
880,,,5.0 ,,15 Apr 2018,,Love it!
881,,,3.0 ,,14 Apr 2018,,Works pretty good ....for plastic
882,,,5.0 ,,14 Apr 2018,,Great
883,,,4.0 ,,13 Apr 2018,,Ninja Blender
884,,,5.0 ,,13 Apr 2018,,I would highly recommend this to anyone looking for a top notch blender ...
885,,,3.0 ,,13 Apr 2018,,Three Stars
886,,,3.0 ,,12 Apr 2018,,Super Loud
887,,,5.0 ,,12 Apr 2018,,Five Stars
888,,,5.0 ,,12 Apr 2018,,Five Stars
889,,,5.0 ,,11 Apr 2018,,Five Stars
890,,,1.0 ,,11 Apr 2018,,Horrible packaging
891,,,5.0 ,,11 Apr 2018,,power at the push of a button
892,,,5.0 ,,11 Apr 2018,,Five Stars
893,,,5.0 ,,10 Apr 2018,,Five Stars
894,,,5.0 ,,10 Apr 2018,,Five Stars
895,,,5.0 ,,10 Apr 2018,,Five Stars
896,,,5.0 ,,10 Apr 2018,,Using a ninja makes you a a comedian.
897,,,3.0 ,,10 Apr 2018,,"NO AUTOMATIC SHUT OFF, EASY TO CLEAN"
898,,,5.0 ,,10 Apr 2018,,Works great on smoothies as well as shakes
899,,,5.0 ,,09 Apr 2018,,Perfection in a Blender
900,,,5.0 ,,09 Apr 2018,,In love!
901,,,5.0 ,,08 Apr 2018,,Five Stars
902,,,5.0 ,,07 Apr 2018,,Five Stars
903,,,5.0 ,,07 Apr 2018,,"Heavy duty, rugged."
904,,,5.0 ,,07 Apr 2018,,... and have only used it once but it worked great!
905,,,5.0 ,,07 Apr 2018,,Great Blender
906,,,5.0 ,,07 Apr 2018,,Highly recommend!
907,,,5.0 ,,07 Apr 2018,,THIS SHOULD BE CALLED SUPER NINJA
908,,,5.0 ,,07 Apr 2018,,Five Stars
909,,,5.0 ,,07 Apr 2018,,Smoothie ninja
910,,,5.0 ,,06 Apr 2018,,"Fabulous blender, great price!"
911,,,5.0 ,,06 Apr 2018,,Five Stars
912,,,3.0 ,,06 Apr 2018,,poor quality; don’t expect it to last for years
913,,,2.0 ,,05 Apr 2018,,poor construction and plastic blender jar seems fragile
914,,,4.0 ,,05 Apr 2018,,I would think for the power and number of blades it would do a better job but it's just so-so
915,,,5.0 ,,05 Apr 2018,,Five Stars
916,,,5.0 ,,05 Apr 2018,,Five Stars
917,,,5.0 ,,05 Apr 2018,,Love it and would buy again if we ever needed ...
918,,,5.0 ,,04 Apr 2018,,... week since I bought it last year and I LOVE it! I have a green smoothis every morning ...
919,,,2.0 ,,04 Apr 2018,,Customer service is laughable
920,,,4.0 ,,03 Apr 2018,,Four Stars
921,,,5.0 ,,03 Apr 2018,,This is the best blender I have ever had
922,,,5.0 ,,03 Apr 2018,,LOVE IT !
923,,,5.0 ,,02 Apr 2018,,Wor ks good
924,,,4.0 ,,02 Apr 2018,,"So far working great, nice extra features"
925,,,2.0 ,,02 Apr 2018,,Poor quality.
926,,,3.0 ,,02 Apr 2018,,Three Stars
927,,,3.0 ,,01 Apr 2018,,Blends very well
